"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"903261874539474944","","","2017-08-31 14:23:07 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","帰路につきます","","","",""
"903260645440741376","","","2017-08-31 14:18:14 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","こちらもdone https://t.co/GrERSpNuk9","","","","https://twitter.com/mecaota/status/903260645440741376/photo/1,https://twitter.com/mecaota/status/903260645440741376/photo/1"
"903251675095240704","","","2017-08-31 13:42:35 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","done https://t.co/SBx8t0ZJVu","","","","https://twitter.com/mecaota/status/903251675095240704/photo/1"
"903248329676648448","","","2017-08-31 13:29:17 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","栃木称号の為だけに来た (@ セガワールド今市 in 日光市, 栃木県) https://t.co/vRxYfxQL67","","","","https://www.swarmapp.com/c/dKPjvOYwdz1"
"903241026227376128","","","2017-08-31 13:00:16 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","I'm at いろは坂 in 日光市, 栃木県 https://t.co/s8tIhsHoPS","","","","https://www.swarmapp.com/c/0j9m0nvlpnm"
"903240782638919680","","","2017-08-31 12:59:18 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","I'm at ファミリーマート 日光清滝店 - @famima_now in 日光市, 栃木県 https://t.co/oxwGLpRuRr","","","","https://www.swarmapp.com/c/fQqY4YgswNF"
"903240675910598657","","","2017-08-31 12:58:53 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ところでノートカーブの安定性良くないですか","","","",""
"903240146069348352","","","2017-08-31 12:56:46 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","にしても、外部メディアもゴミ箱行きされて、自動削除されないマッククソ。","","","",""
"903240045364101120","","","2017-08-31 12:56:22 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","でも、満足…","","","",""
"903239995908960256","","","2017-08-31 12:56:11 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","いろは坂、唐突に始まって焦ったし、走ってみたら案外距離短くてかなり拍子抜け","","","",""
"903236375155113985","","","2017-08-31 12:41:47 +0000","<a href=""http://twitcasting.tv/"" rel=""nofollow"">TwitCasting</a>","モイ！Androidからキャス配信中 - https://t.co/8H2ka1vWxD","","","","http://cas.st/17d6fce7"
"903228036153090048","","","2017-08-31 12:08:39 +0000","<a href=""http://twitcasting.tv/"" rel=""nofollow"">TwitCasting</a>","モイ！Androidからキャス配信中 - https://t.co/DP7lqQhiH3","","","","http://cas.st/17d6d134"
"903223596129988608","","","2017-08-31 11:51:01 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","グンマーを出国します https://t.co/gbkG5FeACF","","","","https://twitter.com/mecaota/status/903223398548910081"
"903223398548910081","","","2017-08-31 11:50:13 +0000","<a href=""http://twitcasting.tv/"" rel=""nofollow"">TwitCasting</a>","モイ！Androidからキャス配信中 - https://t.co/YOTA9oMOZt","","","","http://cas.st/17d6bcfb"
"903210641585979392","","","2017-08-31 10:59:32 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","いろは坂かな","","","",""
